SpecimenID,Family,Genus,Species
6884,Leguminosae-Papil.,Platymiscium,sp.
6885,Bombacaceae,Ceiba,sp.
6886,Rubiaceae,Indet.,Indet.
6887,Bombacaceae,Bombacopsis,sp.
6888,Rutaceae,Indet.,Indet.
6889,Verbenaceae,Vitex,sp.
6890,Verbenaceae,Vitex,sp.
6891,Bignoniaceae,Crescentia,cujete
6892,Meliaceae,Guarea,guidonia
6893,Moraceae,Brosimum,rubescens
6894,Apocynaceae,Aspidosperma,sp.
6895,Zygophyllaceae,Bulnesia,arborea
6896,Araliaceae,Didymopanax,sp.
6897,Apocynaceae,Aspidosperma,vargasii
6898,Indet.,Indet.,Indet.
6899,Euphorbiaceae,Croton,sp.
6900,Apocynaceae,Microplumeria,anamalum
6901,Bombacaceae,Ceiba,sp.
6903,Rubiaceae,Genipa,sp.
6904,Guttiferae,Symphonia,sp.
6905,Olacaceae,Minquartia,guianensis
6906,Leguminosae,Indet.,Indet.
6907,Meliaceae,Carapa,guianensis
6908,Leguminosae-Caes.,Schizolobium,parahybum
6909,Guttiferae,Calophyllum,sp.
6910,Vochysiaceae,Vochysia,hondurensis
6911,Leguminosae,Indet.,Indet.
6912,Humiriaceae,Humiria,sp.
6913,Chrysobalanaceae,Licania,sp.
6914,Rubiaceae,Faramea,scalaris
6915,Rutaceae,Citrus,sp.
6916,Leguminosae-Papil.,Pterocarpus,sp.
6917,Myristicaceae,Virola,sp.
6918,Combretaceae,Indet.,Indet.
6919,Indet.,Indet.,Indet.
6920,Melastomataceae,Mouriri,sp.
6921,Lecythidaceae,Lecythis,sp.
6922,Leguminosae-Caes.,Dialium,sp.
6923,Leguminosae,Indet.,Indet.
6924,Anacardiaceae,Campnosperma,panamensis
6925,Indet.,Indet.,Indet.
6926,Indet.,Indet.,Indet.
6927,Indet.,Indet.,Indet.
6928,Apocynaceae,Aspidosperma,megalocarpon
6929,Indet.,Indet.,Indet.
6930,Sterculiaceae,Sterculia,sp.
6931,Indet.,Indet.,Indet.
6932,Leguminosae,Indet.,Indet.
6933,Indet.,Indet.,Indet.
6934,Moraceae,Ficus,sp.
6935,Indet.,Indet.,Indet.
6936,Moraceae,Ficus,sp.
6937,Euphorbiaceae,Indet.,Indet.
6938,Indet.,Indet.,Indet.
6939,Indet.,Indet.,Indet.
6940,Lauraceae,Indet.,Indet.
6941,Lauraceae,Nectandra,sp.
6942,Moraceae,Brosimum,rubescens
6943,Sterculiaceae,Indet.,Indet.
6944,Bignoniaceae,Tabebuia,sp.
6945,Indet.,Indet.,Indet.
6946,Sapotaceae,Pouteria,sp.
6947,Lauraceae,Nectandra,sp.
6948,Bignoniaceae,Tabebuia,sp.
6949,Leguminosae-Papil.,Andira,sp.
6950,Meliaceae,Swietenia,macrophylla
6951,Leguminosae-Caes.,Dialium,guianense
6952,Leguminosae,Indet.,Indet.
6953,Leguminosae-Papil.,Andira,excelsa
6954,Burseraceae,Protium,sp.
6955,Guttiferae,Calophyllum,brasiliense
6956,Combretaceae,Conocarpus,erectus
6957,Apocynaceae,Indet.,Indet.
6958,Leguminosae-Papil.,Sweetia,panamensis
6959,Meliaceae,Guarea,sp.
6960,Burseraceae,Protium,sp.
6961,Combretaceae,Terminalia,sp.
6962,Indet.,Indet.,Indet.
6963,Lauraceae,Ocotea,rubra
6964,Combretaceae,Terminalia,sp.
6965,Burseraceae,Protium,sp.
6966,Indet.,Indet.,Indet.
6967,Pinaceae-Gymn.,Pinus,occidentalis
6968,Pinaceae-Gymn.,Pinus,caribaea
6970,Leguminosae-Papil.,Humboldtiella,ferruginea
6971,Meliaceae,Trichilia,trifolia
6972,Leguminosae-Caes.,Haematoxylon,brasiletto
6973,Leguminosae-Papil.,Lonchocarpus,sp.
6974,Flacourtiaceae,Casearia,lopeziana
6975,Lauraceae,Indet.,Indet.
6976,Rutaceae,Amyris,simplicifolia
6977,Rutaceae,Amyris,balsamifera
6978,Leguminosae-Papil.,Gliricidia,sepium
6979,Polygonaceae,Podopterus,mexicanus
6980,Boraginaceae,Cordia,dentata
6981,Sapotaceae,Bumelia,celastrina
6982,Leguminosae-Mim.,Prosopis,juliflora
6983,Meliaceae,Trichilia,havanensis
6984,Rhamnaceae,Condalia,sp.
6985,Sterculiaceae,Guazuma,ulmifolia
6986,Leguminosae-Papil.,Piscidia,piscipula
6987,Moraceae,Chlorophora,tinctoria
6988,Burseraceae,Bursera,simaruba
6989,Rhamnaceae,Zizyphus,sonorensis
6990,Indet.,Indet.,Indet.
6991,Leguminosae-Caes.,Senna,bicapsularis
6992,Euphorbiaceae,Sebastiania,pavoniana
6993,Rubiaceae,Randia,aculeata
6994,Ulmaceae,Phyllostylon,brasiliensis
6995,Leguminosae-Mim.,Ebenopsis,flexicaulis
6996,Rhamnaceae,Karwinskia,mollis
6997,Leguminosae-Mim.,Pithecolobium,lanceolatum
6998,Indet.,Indet.,Indet.
6999,Boraginaceae,Cordia,alliodora
7000,Bignoniaceae,Tabebuia,pentaphylla
7001,Indet.,Indet.,Indet.
7002,Indet.,Indet.,Indet.
7003,Indet.,Indet.,Indet.
7004,Lauraceae,Ocotea,sp.
7005,Anacardiaceae,Astronium,sp.
7006,Bignoniaceae,Cybistax,donnell-smithii
7007,Leguminosae-Mim.,Acacia,glomerosa
7008,Rubiaceae,Sickingia,salvadorensis
7009,Rubiaceae,Sickingia,salvadorensis
7010,Rubiaceae,Sickingia,salvadorensis
7011,Annonaceae,Annona,sp.
7012,Sapotaceae,Mastichodendron,foetidissimum
7013,Moraceae,Brosimum,utile
7014,Leguminosae-Papil.,Sweetia,panamensis
7015,Meliaceae,Swietenia,macrophylla
7016,Leguminosae-Papil.,Dalbergia,cearensis
7017,Leguminosae-Papil.,Dalbergia,cearensis
7018,Leguminosae,Indet.,Indet.
7019,Leguminosae,Indet.,Indet.
7020,Leguminosae-Papil.,Dalbergia,tucurensis
7021,Leguminosae-Caes.,Prioria,copaifera
7022,Leguminosae-Papil.,Microberlinie,sp.
7023,Leguminosae-Caes.,Dicorynia,guianensis
7024,Santalaceae,Eucarya,spicata
7025,Verbenaceae,Tectona,grandis
7026,Pinaceae-Gymn.,Pinus,nigra
7027,Pinaceae,Pinus,maritima
7028,Dipterocarpaceae,Hopea,acuminata
7029,Dipterocarpaceae,Shorea,contorta
7030,Dipterocarpaceae,Shorea,guiso
7031,Ebenaceae,Diospyros,sp
7032,Anacardiaceae,Dracontomelum,mangiferum
7033,Ulmaceae,Celtis,sp.
7034,Meliaceae,Toona,sp.
7035,Leguminosae-Papil.,Pterocarpus,indicus
7036,Leguminosae-Caes.,Intsia,acuminata
7037,Leguminosae-Caes.,Pahudia,rhomboidea
7038,Dipterocarpaceae,Anisoptera,thurifera
7039,Leguminosae-Mim.,Inga,vera
7040,Piperaceae,Piper,aduncum
7041,Tiliaceae,Triumfetta,semitriloba
7042,Combretaceae,Combretum,jacquinii
7043,Sapotaceae,Manilkara,bidentata
7044,Melastomataceae,Miconia,prasina
7045,Rubiaceae,Palicourea,barbinervia
7046,Rhamnaceae,Gouania,polygama
7047,Boraginaceae,Cordia,sulcata
7048,Rubiaceae,Psychotria,undata
7049,Solanaceae,Solanum,rugosum
7050,Chrysobalanaceae,Hirtella,triandra
7051,Convolvulaceae,Ipomoea,macrorrhiza
7052,Araliaceae,Didymopanax,morototoni
7053,Rutaceae,Murraya,exotica
7054,Malvaceae,Hibiscus,bifurcatus
7055,Malpighiaceae,Thryallis,glauca
7056,Myricaceae,Myrica,leptoclada
7057,Bignoniaceae,Bignonia,aequinoctialis
7058,Melastomataceae,Miconia,guianensis
7059,Melastomataeae,Miconia,guianensis
7060,Malpighiaceae,Byrsonima,crassifolia
7061,Leguminosae-Caes.,Senna,bicapsularis
7062,Melastomataceae,Miconia,serrulata
7063,Burseraceae,Tetragastris,balsamifera
7064,Malpighiaceae,Malpighia,coccigera
7065,Euphorbiaceae,Croton,discolor
7066,Sapotaceae,Mastichodendron,foetidissimum
7067,Olacaceae,Schoepfia,obovata
7068,Leguminosae-Papil.,Brya,buxifolia
7069,Capparidaceae,Capparis,flexuosa
7070,Leguminosae-Mim.,Pithecolobium,unguis-cati
7071,Bignoniaceae,Macrodiscus,lactiflorus
7072,Boraginaceae,Ehretia,tinifolia
7073,Malpighiaceae,Bunchosia,glandulosa
7074,Sapindaceae,Serjania,sinuata
7075,Celastraceae,Maytenus,buxifolia
7076,Phytolaccaceae,Trichostigma,octandrum
7077,Boraginaceae,Bourreria,succulenta
7078,Solanaceae,Solanum,verbascifolium
7079,Leguminosae-Caes.,Haematoxylon,campechianum
7080,Meliaceae,Trichilia,pallida
7081,Meliaceae,Guarea,guidonia
7082,Nyctaginaceae,Pisonia,ligustrifolia
7083,Araliaceae,Oreopanax,capitatum
7084,Ochnaceae,Ouratea,spinulosa
7085,Bombacaceae,Pachira,emarginata
7086,Myrtaceae,Psidium,acranthum
7087,Rutaceae,Amyris,elemifera
7088,Malvaceae,Pavonia,spicata
7089,Bignoniaceae,Tabebuia,maxonii
7090,Rubiaceae,Guettarda,abbottii
7091,Oleaceae,Linociera,domingensis
7092,Sapotaceae,Dipholis,salicifolia
7093,Polygonaceae,Coccoloba,laurifolia
7094,Rhamnaceae,Reynosia,domingensis
7095,Leguminosae-Papil.,Dalbergia,berterii
7096,Euphorbiaceae,Gymnanthes,lucida
7097,Euphorbiaceae,Bernardia,leprosa
7098,Cucurbitaceae,Fevillea,cordifolia
7099,Solanaceae,Cestrum,macrophyllum
7100,Euphorbiaceae,Sapium,jamaicense
7101,Myrsinaceae,Wallenia,laurifolia
7102,Aquifoliaceae,Ilex,guianensis
7103,Rubiaceae,Morinda,citrifolia
7104,Rubiaceae,Chiococca,alba
7105,Sapindaceae,Exothea,paniculata
7106,Euphorbiaceae,Drypetes,alba
7107,Euphorbiaceae,Phyllanthus,sp.
7108,Leguminosae-Papil.,Ormosia,krugii
7109,Rubiaceae,Bertiera,guianensis
7110,Meliaceae,Guarea,glabra
7111,Meliaceae,Trichilia,hirta
7112,Connaraceae,Rourea,surinamensis
7113,Moraceae,Ficus,populoides
7114,Bombacaceae,Ochroma,lagopus
7115,Leguminosae-Caes.,Guilandina,crista
7116,Sterculiaceae,Sterculia,apetala
7116,Leguminosae-Caes,Swartzia,darienensis
7117,Boraginaceae,Cordia,alliodora
7118,Meliaceae,Cedrela,sp.
7119,Anacardiaceae,Anacardium,excelsum
7120,Leguminosae-Caes.,Prioria,copaifera
7121,Euphorbiaceae,Sapium,thelocarpum
7122,Myrsinaceae,Ardisia,revoluta
7123,Combretaceae,Terminalia,sp.
7124,Leguminosae-Papil.,Erythrina,fusca
7125,Bombacaceae,Bombacopsis,quinata
7126,Sapotaceae,Bumelia,persimilis
7127,Leguminosae-Papil.,Erythrina,berteroana
7127,Leguminosae-Papil.,Ormosia,macrocalyx
7128,Rubiaceae,Calycophyllum,candidissimum
7129,Leguminosae-Mim.,Inga,spuria
7130,Elaeocarpaceae,Muntingia,calabura
7131,Lythraceae,Lafoensia,punicaefolia
7132,Rubiaceae,Sickingia,klugei
7133,Bignoniaceae,Tabebuia,pentaphylla
7134,Combretaceae,Terminalia,amazonia
7135,Leguminosae-Papil.,Lonchocarpus,lucidus
7136,Leguminosae-Mim.,Zygia,longifolia
7137,Tiliaceae,Luehea,seemannii
7138,Polygonaceae,Coccoloba,caracasana
7139,Simaroubaceae,Picramnia,latifolia
7140,Lauraceae,Nectandra,globosa
7141,Leguminosae-Papil.,Diphysa,robinioides
7142,Bombacaceae,Pachira,villosula
7143,Bombacaceae,Cavanillesia,platanifolia
7144,Chrysobalanaceae,Licania,platypus
7144,Flacourtiaceae,Hasseltia,floribunda
7145,Leguminosae-Mim.,Inga,punctata
7146,Anacardiaceae,Spondias,mombin
7147,Leguminosae-Mim.,Enterolobium,cyclocarpum
7148,Simaroubaceae,Quassia,amara
7149,Leguminosae-Caes.,Libidibia,coriaria
7150,Polygonaceae,Polygonum,sp.
7151,Leguminosae-Papil.,Lonchocarpus,sp.
7152,Leguminosae-Papil.,Lonchocarpus,sp.
7153,Leguminosae-Papil.,Myrospermum,frutescens
7154,Euphorbiaceae,Croton,gossypiifolius
7155,Meliaceae,Guarea,sp.
7156,Rubiaceae,Sickingia,sp.
7157,Meliaceae,Swietenia,macrophylla
7158,Flacourtiaceae,Casearia,praecox
7159,Bignoniaceae,Tabebuia,sp.
7160,Meliaceae,Trichilia,sp.
7161,Burseraceae,Protium,sp.
7162,Indet.,Indet.,Indet.
7163,Zygophyllaceae,Bulnesia,arborea
7164,Boraginaceae,Cordia,Gerascanthus
7165,Annonaceae,Indet.,Indet.
7166,Indet.,Indet.,Indet.
7167,Meliaceae,Cedrela,sp.
7168,Leguminosae,Indet.,Indet.
7169,Leguminosae,Indet.,Indet.
7170,Sapindaceae,Sapindus,sp.
7171,Indet.,Indet.,Indet.
7172,Indet.,Indet.,Indet.
7173,Indet.,Indet.,Indet.
7174,Verbenaceae,Vitex,sp.
7175,Leguminosae-Caes.,Peltogyne,sp.
7176,Caryocaraceae,Caryocar,sp.
7177,Lauraceae,Indet.,Indet.
7178,Combretaceae,Terminalia,sp.
7179,Indet.,Indet.,Indet.
7180,Leguminosae,Indet.,Indet.
7181,Leguminosae-Papil.,Diplotropis,sp.
7182,Leguminosae,Indet.,Indet.
7183,Leguminosae-Papil.,Andira,sp.
7184,Lauraceae,Aniba,sp.
7185,Guttiferae,Calophyllum,sp.
7186,Celastraceae,Goupia,paraensis
7187,Lauraceae,Indet.,Indet.
7188,Indet.,Indet.,Indet.
7189,Lauraceae,Indet.,Indet.
7190,Indet.,Indet.,Indet.
7191,Dilleniaceae,Curatella,americana
7192,Leguminosae-Papil.,Andira,sp.
7193,Indet.,Indet.,Indet.
7194,Lecythidaceae,Indet.,Indet.
7195,Lauraceae,Indet.,Indet.
7196,Indet.,Indet.,Indet.
7197,Lecythidaceae,Indet.,Indet.
7198,Indet.,Indet.,Indet.
7199,Lecythidaceae,Indet.,Indet.
7200,Combretaceae,Indet.,Indet.
7201,Lecythidaceae,Indet.,Indet.
7202,Indet.,Indet.,Indet.
7203,Lecythidaceae,Indet.,Indet.
7204,Lauraceae,Indet.,Indet.
7205,Indet.,Indet.,Indet.
7206,Lauraceae,Indet.,Indet.
7207,Myristicaceae,Iryanthera,sp.
7208,Indet.,Indet.,Indet.
7209,Lecythidaceae,Indet.,Indet.
7210,Indet.,Indet.,Indet.
7211,Indet.,Indet.,Indet.
7212,Leguminosae,Indet.,Indet.
7213,Leguminosae,Indet.,Indet.
7214,Indet.,Indet.,Indet.
7215,Lecythidaceae,Indet.,Indet.
7216,Indet.,Indet.,Indet.
7217,Indet.,Indet.,Indet.
7218,Leguminosae,Indet.,Indet.
7219,Indet.,Indet.,Indet.
7220,Indet.,Indet.,Indet.
7221,Indet.,Indet.,Indet.
7222,Indet.,Indet.,Indet.
7223,Indet.,Indet.,Indet.
7224,Indet.,Indet.,Indet.
7225,Indet.,Indet.,Indet.
7226,Indet.,Indet.,Indet.
7227,Amygdalaceae,Indet.,Indet.
7228,Indet.,Indet.,Indet.
7229,Indet.,Indet.,Indet.
7230,Apocynaceae,Aspidosperma,megalocarpon
7231,Rutaceae,Zanthoxylum,sp.
7232,Leguminosae-Papil.,Oleiocarpon,panamense
7233,Meliaceae,Carapa,guianensis
7234,Indet.,Indet.,Indet.
7235,Palmaceae-Monocot,Astrocaryum,standleyanum
7236,Meliaceae,Trichilia,tuberculata
7237,Polygonaceae,Triplaris,americana
7238,Rubiaceae,Pittoniotis,trichantha
7239,Leguminosae-Mim.,Cojoba,rufescens
7240,Chrysobalanaceae,Licania,platypus
7241,Malvaceae,Hibiscus,tiliaceus
7242,Moraceae,Ficus,insipida
7243,Verbenaceae,Vitex,masoniana
7244,Palmaceae-Monocot,Astrocaryum,standleyanum
7245,Leguminosae-Caes.,Cassia,grandis
7246,Meliaceae,Trichilia,martiana
7247,Chrysobalanaceae,Hirtella,triandra
7248,Sapotaceae,Chrysophyllum,cainito
7249,Araliaceae,Sciadodendron,excelsum
7250,Rubiaceae,Posoqueria,latifolia
7251,Boraginaceae,Cordia,dentata
7252,Sapotaceae,Chrysophyllum,argenteum
7253,Flacourtiaceae,Samyda,dodecandra
7254,Erythroxylaceae,Erythroxylum,rotundifolium
7255,Erythroxylaceae,Erythroxylum,areolatum
7256,Burseraceae,Bursera,simaruba
7257,Phytolaccaceae,Trichostigma,octandrum
7258,Celastraceae,Rhacoma,crossopetalum
7259,Verbenaceae,Clerodendron,spinosum
7260,Sapindaceae,Dodonaea,viscosa
7261,Aristolochiaceae,Aristolochia,oblongata
7262,Compositae,Baccharis,myrsinites
7263,Capparidaceae,Capparis,ferruginea
7264,Meliaceae,Trichilia,pallida
7265,Rubiaceae,Sasianthus,lanceolatus
7266,Connaraceae,Rourea,surinamensis
7267,Theophrastaceae,Theophrasta,americana
7268,Ericaceae,Thibaudia,domingensis
7269,Meliaceae,Carapa,guianensis
7270,Sapindaceae,Cupania,americana
7271,Flacourtiaceae,Casearia,guianensis
7272,Chloranthaceae,Hedyosmum,nutans
7273,Melastomataceae,Heterotrichum,patens
7274,Flacourtiaceae,Casearia,arborea
7275,Marcgraviaceae,Marcgravia,rectiflora
7276,Myrtaceae,Eugenia,sp.
7277,Bignoniaceae,Enallagma,latifolia
7278,Leguminosae-Mim.,Cojoba,arborea
7279,Leguminosae-Papil.,Dalbergia,ecastophyllum
7280,Boraginaceae,Bourreria,domingensis
7281,Combretaceae,Conocarpus,erectus
7282,Rhamnaceae,Zizyphus,rhodoxylon
7283,Aquifoliaceae,Ilex,krugiana
7284,Sterculiaceae,Guazuma,ulmifolia
7285,Verbenaceae,Aegiphila,elata
7286,Myrtaceae,Myrica,deflexa
7287,Araliaceae,Dendropanax,arboreum
7288,Leguminosae-Papil.,Canavalia,maritima
7289,Leguminosae-Papil.,Dalbergia,ecastophyllum
7290,Taxodiaceae-Gymn.,Cunninghamia,lanceolata
7291,Rutaceae,Citrus,sp.
7292,Taxodiaceae-Gymn.,Cunninghamia,lanceolata
7293,Bignoniaceae,Catalpa,sp.
7294,Fagaceae,Quercus,sp.
7295,Indet.,Indet.,Indet.
7296,Taxaceae-Gymn.,Torreya,nucifera
7297,Lauraceae,Cinnamomum,camphora
7298,Pinaceae-Gymn.,Pinus,massoniana
7299,Indet.,Indet.,Indet.
7300,Fagaceae,Quercus,sp.
7301,Lauraceae,Machilus,sp.
7302,Leguminosae,Indet.,Indet.
7303,Meliaceae,Melia,azedarach
7304,Meliaceae,Toona,sp.
7305,Magnoliaceae,Magnolia,sp.
7306,Taxodiaceae-Gymn.,Cunninghamia,lanceolata
7307,Theaceae,Schima,sp.
7308,Leguminosae-Papil.,Dalbergia,hupeana
7309,Fagaceae,Quercus,sp.
7310,Oleaceae,Fraxinus,sp.
7311,Juglandaceae,Juglans,regia
7312,Dipterocarpaceae,Indet.,Indet.
7313,Araliaceae,Kalopanax,ricinifolium
7314,Verbenaceae,Tectona,grandis
7315,Indet.,Indet.,Indet.
7316,Tiliaceae,Tilia,sp.
7317,Indet.,Indet.,Indet.
7318,Oleaceae,Fraxinus,sp.
7319,Dipterocarpaceae,Indet.,Indet.
7320,Oleaceae,Fraxinus,sp.
7321,Pinaceae-Gymn.,Abies,sp.
7322,Indet.,Indet.,Indet.
7323,Pinaceae-Gymn.,Pinus,sp.
7324,Pinaceae-Gymn.,Pinus,sp.
7325,Pinaceae-Gymn.,Indet.,Indet.
7326,Pinaceae-Gymn.,Pinus,sp.
7327,Dipterocarpaceae,Indet.,Indet.
7328,Fagaceae,Quercus,sp.
7329,Araliaceae,Kalopanax,ricinifolium
7330,Scrophulariaceae,Paulownia,imperialis
7331,Bignoniaceae,Catalpa,sp.
7332,Simaroubaceae,Ailanthus,altissima
7333,Pinaceae-Gymn.,Abies,sp.
7334,Pinaceae-Gymn.,Pinus,massoniana
7335,Meliaceae,Toona,sinensis
7336,Taxodiaceae-Gymn.,Cunninghamia,sp.
7337,Cupressaceae-Gymn.,Cupressus,funebris
7338,Fagaceae,Quercus,sp.
7339,Indet.,Indet.,Indet.
7340,Hamamelidaceae,Liquidambar,formosana
7341,Leguminosae,Indet.,Indet.
7342,Moraceae,Indet.,Indet.
7343,Bombacaceae,Quararibea,pterocalyx
7344,Missing,Missing,Indet.
7345,Sapotaceae,Manilkara,bidentata
7346,Missing,Missing,Indet.
7347,Tiliaceae,Apeiba,tibourbou
7348,Bombacaceae,Quararibea,asterolepis
7349,Leguminosae-Papil.,Dalbergia,cuscatlanica
7350,Boraginaceae,Cordia,dedecandra
7351,Anacardiaceae,Astronium,sp.
7352,Indet.,Indet.,Indet.
7353,Indet.,Indet.,Indet.
7354,Guttiferae,Calophyllum,sp.
7355,Meliaceae,Swietenia,macrophylla
7356,Combretaceae,Terminalia,sp.
7357,Guttiferae,Symphonia,sp.
7358,Leguminosae-Mim.,Acacia,glomerosa
7359,Leguminosae,Indet.,Indet.
7360,Annonaceae,Oxandra,lanceolata
7361,Malvaceae,Hibiscus,tiliaceus
7363,Sapaotaceae,Manilkara,albescens
7364,Leguminosae,Indet.,Indet.
7365,Rutaceae,Euxylophora,paraensis
7366,Anacardiaceae,Loxopterygium,sagotii
7367,Canellaceae,Cinnamosma,fragrans
7368,Annonaceae,Annona,glabra
7369,Sterculiaceae,Guazuma,tomentosa
7370,Myrtaceae,Indet.,Indet.
7371,Leguminosae-Papil.,Sweetia,panamensis
7372,Avicenniaceae,Avicennia,nitida
7373,Indet.,Indet.,Indet.
7374,Combretaceae,Bucida,buceras
7375,Leguminosae-Papil.,Andira,inermis
7376,Bignoniaceae,Crescentia,cujete
7377,Meliaceae,Cedrela,sp.
7378,Chrysobalanaceae,Chrysobalanus,icaco
7379,Bombacaceae,Ceiba,pentandra
7380,Malpighiaceae,Byrsonima,crassifolia
7381,Leguminosae-Papil.,Piscidia,piscipula
7382,Moraceae,Ficus,glabrata
7383,Anacardiaceae,Spondias,mombin
7384,Leguminosae-Caes.,Dialium,guianense
7385,Leguminosae-Caes.,Haematoxylon,campechianum
7386,Leguminosae-Papil.,Lonchocarpus,sp.
7387,Meliaceae,Swietenia,macrophylla
7388,Bignoniaceae,Tabebuia,pentaphylla
7389,Tiliaceae,Belotia,sp.
7390,Combretaceae,Terminalia,hayesii
7391,Simaroubaceae,Simaruba,glauca
7392,Aquifoliaceae,Ilex,guianensis
7393,Chrysobalanaceae,Chrysobalanus,icaco
7394,Pinaceae-Gymn.,Pinus,caribaea
7395,Anacardiaceae,Metopium,brownei
7396,Rutaceae,Zanthoxylum,sp.
7397,Leguminosae-Caes.,Schizolobium,parahybum
7398,Rhizophoraceae,Rhizophora,mangle
7399,Erythroxylaceae,Erythroxylum,affine
7400,Guttiferae,Calophyllum,brasiliense
7401,Sapotaceae,Manilkara,zapaotilla
7403,Myricaceae,Myrica,cerifera
7404,Leguminosae-Mim.,Enterolobium,cyclocarpum
7405,Leguminosae-Mim.,Zygia,sp.
7406,Rhizophoraceae,Cassipourea,elliptica
7407,Combretaceae,Leguncularia,racemosa
7408,Polygonaceae,Coccoloba,sp.
7409,Leguminosae,Indet.,Indet.
7410,Dilleniaceae,Curatella,americana
7411,Leguminosae-Mim.,Enterolobium,schomburgkii
7412,Vochysiaceae,Vochysia,hondurensis
7413,Boraginaceae,Cordia,sebestena
7414,Rhamnaceae,Krugiodendron,ferreum
7415,Leguminosae-Caes.,Senna,bicapsularis
7416,Burseraceae,Bursera,simaruba
7417,Indet.,Indet.,Indet.
7418,Leguminosae-Mim.,Inga,sp.
7419,Combretaceae,Conocarpus,erectus
7420,Palmaceae-Monocot,Oreodoxa,oleracea
7421,Leguminosae-Mim.,Cojoba,sp.
7422,Leguminosae-Papil.,Erythrina,sp.
7423,Tiliaceae,Luehea,seemannii
7424,Annonaceae,Xylopia,frutescens
7425,Bombacaceae,Pachira,macrocarpa
7426,Rhamnaceae,Colubrina,arborescens
7427,Leguminosae-Mim.,Lysiloma,sp.
7428,Rubiaceae,Morinda,panamensis
7429,Lauraceae,Indet.,Indet.
7430,Euphorbiaceae,Hyeronima,sp.
7431,Lauraceae,Nectandra,sanguinea
7432,Boraginaceae,Cordia,alliodora
7433,Apocynaceae,Aspidosperma,sp.
7434,Guttiferae,Calophyllum,brasiliense
7435,Meliaceae,Guarea,sp.
7436,Lauraceae,Persea,americana
7437,Lauraceae,Ocotea,sp.
7438,Indet.,Indet.,Indet.
7439,Meliaceae,Cedrela,odorata
7440,Fagaceae,Quercus,sp.
7441,Indet.,Indet.,Indet.
7442,Indet.,Indet.,Indet.
7443,Leguminosae-Caes.,Mora,megistosperma
7444,Leguminosae-Papil.,Andira,sp.
7445,Leguminosae-Papil.,Baphia,nitida
7446,Leguminosae-Papil.,Baphia,nitida
7447,Theophrastaceae,Theophrasta,americana
7448,Rutaceae,Amyris,diatrypa
7449,Sapindaceae,Thouinia,trifoliata
7450,Sapindaceae,Thouinia,tomentosa
7451,Marcgraviaceae,Marcgravia,rectiflora
7452,Melastomataceae,Meranium,amygdalinum
7453,Celastraceae,Schaefferia,frutescens
7454,Bignoniaceae,Tabebuia,microphylla
7455,Rutaceae,Amyris,diatrypa
7456,Leguminosae-Caes.,Caesalpinia,domingensis
7457,Euphorbiaceae,Croton,krugianus
7458,Myricaceae,Myrica,reticulatus
7459,Rutaceae,Zanthoxylum,pimpinelloides
7460,Leguminosae-Papil.,Rudolphia,peltata
7461,Leguminosae-Papil.,Lonchocarpus,latifolius
7462,Melastomataceae,Ossaea,lima
7463,Boraginaceae,Cordia,domengensis
7464,Rubiaceae,Erithalis,fruticosa
7465,Polygonaceae,Coccoloba,eggersiana
7466,Leguminosae-Caes.,Senna,domingensis
7467,Missing,Missing,Indet.
7468,Compositae,Anastraphia,enneantha
7469,Rubiaceae,Guettarda,pungens
7470,Solanaceae,Acnistus,arborescens
7471,Leguminosae-Caes.,Detarium,sp.
7472,Polygalaceae,Phlebotaenia,cowellii
7473,Buxaceae,Buxus,japonica
7474,Buxaceae,Buxus,microphylla
7475,Buxaceae,Buxus,balearica
7476,Buxaceae,Buxus,wallichiana
7477,Buxaceae,Notobuxus,natalensis
7478,Simaroubaceae,Simaruba,glauca
7479,Leguminosae-Papil.,Andira,inermis
7480,Leguminosae-Papil.,Myroxylon,pereirae
7481,Guttiferae,Calophyllum,brasiliense
7482,Rubiaceae,Sickingia,salvadorensis
7483,Meliaceae,Swietenia,sp.
7484,Meliaceae,Swietenia,humilis
7485,Meliaceae,Cedrela,odorata
7486,Leguminosae-Mim.,Samanea,saman
7487,Leguminosae-Papil.,Lonchocarpus,sp.
7488,Leguminosae-Papil.,Sweetia,panamensis
7489,Cupressaceae-Gymn.,Cupressus,benthami
7490,Leguminosae-Mim.,Enterolobium,cyclocarpum
7491,Leguminosae-Caes.,Hymenaea,courbaril
7492,Bignoniaceae,Cybistax,donnell-smithii
7493,Leguminosae-Papil.,Dalbergia,lineata
7494,Leguminosae,Indet.,Indet.
7495,Leguminosae-Papil.,Diphysa,robinioides
7496,Leguminosae-Papil.,Myrospermum,sp.
7497,Rubiaceae,Genipa,caruto
7498,Leguminosae-Papil.,Gliricidia,sepium
7499,Guttiferae,Mammea,americana
7500,Araliaceae,Dendropanax,arboreum
7501,Leguminosae,Indet.,Indet.
7502,Moraceae,Chlorophora,tinctoria
7503,Polygonaceae,Triplaris,americana
7504,Sapotaceae,Manilkara,zapaotilla
7505,Juglandaceae,Juglans,pyriformis
7506,Leguminosae-Mim.,Lysiloma,divaricata
7507,Meliaceae,Guarea,sp.
7508,Compositae,Perymenium,sp.
7509,Sapotaceae,Mastichodendron,capiri
7510,Boraginaceae,Cordia,alba
7511,Leguminosae,Indet.,Indet.
7512,Combretaceae,Terminalia,hayesii
