SpecimenID,Family,Genus,Species
648,Indet.,Indet.,Indet.
649,Apocynaceae,Himatanthus,articulatus
650,Myrtaceae,Indet.,Indet.
651,Lauraceae,Indet.,Indet.
652,Lauraceae,Indet.,Indet.
653,Lauraceae,Indet.,Indet.
654,Indet.,Indet.,Indet.
655,Moraceae,Brosimum,sp.
656,Amygdalaceae,Indet.,Indet.
657,Burseraceae,Protium,sp.
658,Indet.,Indet.,Indet.
659,Indet.,Indet.,Indet.
660,Leguminosae,Indet.,Indet.
661,Lecythidaceae,Lecythis,sp.
662,Magnoliaceae,Magnolia,splendens
663,Meliaceae,Guarea,guidonia
664,Burseraceae,Dacryodes,excelsa
665,Combretaceae,Terminalia,sp.
666,Sapotaceae,Manilkara,bidentata
667,Indet.,Indet.,Indet.
668,Vochysiaceae,Vochysia,hondurensis
669,Meliaceae,Cedrela,sp.
670,Aquifoliaceae,Ilex,sp.
671,Guttiferae,Calophyllum,brasiliense
672,Flacourtiaceae,Casearia,sp.
673,Combretaceae,Conocarpus,sp.
674,Myristicaceae,Virola,oleifera
675,Apocynaceae,Aspidosperma,macrocarpon
676,Meliaceae,Cedrela,sp.
677,Bignoniaceae,Paratecoma,peroba
678,Leguminosae,Indet.,Indet.
679,Bignoniaceae,Tabebuia,avellanedae
680,Leguminosae,Apuleia,leiocarpa
681,Leguminosae,Centrolobium,sp.
682,Leguminosae,Copaifera,sp.
683,Lauraceae,Indet.,Indet.
684,Leguminosae,Vataireopsis,araroba
685,Leguminosae,Peltogyne,sp.
686,Apocynaceae,Aspidosperma,polyneuron
687,Lauraceae,Nectandra,sp.
688,Missing,missing,Indet.
689,Lauraceae,Nectandra ,sp.
690,Leguminosae,Copaifera,sp.
691,Sapotaceae,Manilkara,sp.
692,Meliaceae,Cedrela,sp.
693,Apocynaceae,Aspidosperma,polyneuron
694,Lauraceae,Indet.,Indet.
695,Bignoniaceae,Paratecoma,peroba
696,Alaucariaceae,Araucaria,angustifolia
697,Bignoniaceae,Cybistax,chrysea
698,Araucariaceae,Araucaria,angustifolia
699,Leguminosae,Myroxylon,toluiferum
700,Apocynaceae,Aspidosperma,sp.
701,Lauraceae,Nectandra,sp.
702,Bignoniaceae,Paratecoma,peroba
703,Bignoniaceae,Paratecoma,peroba
704,Pinaceae,Pinus,palustris
705,Pinaceae,Picea,sp.
706,Lauraceae,Indet.,Indet.
707,Apocynaceae,Aspidosperma,polyneuron
708,Meliaceae,Cedrela,sp.
709,Leguminosae,Myroxylon,toluiferum
710,Combretaceae,Terminalia,sp.
711,Dilleniaceae,Curatella,americana
712,Leguminosae,Apuleia,leiocarpa
713,Rubiaceae,Genipa,americana
714,Protaceae,Panopsis,sp.
715,Moraceae,Clarisia,racemosa
716,Leguminosae,Indet.,Indet.
717,Bignoniaceae,Paratecoma,peroba
718,Indet.,Indet.,Indet.
719,Araucariaceae,Araucaria,angustifolia
720,Melizceae,Cedrela,sp.
721,Leguminosae,Chloroleucon,vinhatico
722,Meliaceae,Cedrela,sp.
723,Leguminosae,Plathymenia,reticulata
724,Anacardiaceae,Astronium,fraxinifolium
725,Rutaceae,Zanthoxylum ,flavum
726,Leguminosae,Indet.,Indet.
727,Meliaceae,Cedrela,odorata
728,Anacardaceae,Spondias,Indet.
729,Euphorbiaceae,Pera,bumelifolia
730,Meliaceae,Guarea,sp.
731,Myrtaceae,Indet.,Indet.
732,Sapotaceae,Manilkara ,jaimiqui
733,Missing,missing,missing
734,Rhamnaceae,Indet.,Indet.
735,Leguminosae,Albizzia,sp.
736,Leguminosae,Indet.,Indet.
737,Anonaceae,Oxandra,lanceolata
738,Leguminosae,Indet.,Indet.
739,Malvaceae,Hibiscus,elatus
740,Leguminosae,Indet.,Indet.
741,Leguminosae,Lysiloma,latisiliqua
742,Boraginaceae,Rochefortia ,sp.
743,Rutaceae,Amyris,balsamifera
744,Sapotaceae,Mastichodendron,foetidissimum
745,Leguminosae,Indet.,Indet.
746,Indet.,Indet.,Indet.
747,Rubiaceae,Exostemma,caribaeum
748,Malpighiaceae,Malpighia ,esmonde
749,Leguminosae,Pseudocopaiva,hymenaefolia
750,Leguminosae,Indet.,Indet.
751,Verbenaceae,Indet.,Indet.
752,Flacourtiaceae,Xylosma,schaefferioides
753,Combretaceae,Buchenavia,capitata
754,Combretaceae,Bucida ,buceras
755,Leguminosae,Chloroleucon,sp.
756,Euphorbiaceae,Drypetes,sp.
757,Indet.,Indet.,Indet.
758,Combretaceae,Terminalia,catappa
759,Meliaceae,Guarea,guidonia
760,Myricaceae,Myrica,Indet.
761,Leguminosae,Nicarago,vesicaria
762,Simarubaceae,Picramnia,pentandra
763,Rutaceae,Amyris,sylvatica
764,Moraceae,Chlorophora,tinctora
765,Meliaceae,Swietenia,mahogani
766,Missing,missing,missing
767,Apocynaceae,Cameraria,latifolia
768,Bignoniaceae,Crescentia,cujete
769,Indet.,Indet.,Indet.
770,Combretaceae,Conocarpus,erectus
771,Leguminosae,Lysiloma,latisiliqua
772,Leguminosae,Belairia,mucronata
773,Leguminosae,Brya,ebenus
774,Sapotaceae,Mastichodendron,foetidissimum
775,Euphorbiaceae,Drypetes,glauca
776,Missing,missing,missing
777,Verbenaceae,indet.,Indet.
778,Burseraceae,Protium,copal
779,Indet.,indet.,Indet.
780,Zygophyllaceae,Guaiacum,officinale
781,Leguminosae,Guilandina,crista
782,Ulmaceae,Phyllostylon,brasiliensis
783,Ulmaceae,Celtis,sp.
784,Rubinaceae,Calycophyllum,candidissimum
785,Rutaceae,Zanthoxylum,caribaeum
786,Salicaceae,Salix,bonplandiana
787,Euphorbiaceae,Gymnanthes,lucida
788,Cupressaceae,Juniperus,virginiana
789,Guttiferae,Calophyllum,brasiliense
790,Myrtaceae,Eugenia,baruensis
791,missing,missing,missing
792,Rhamnaceae,Ayua,blanca
793,Rutaceae,Amyris,sp.
794,Boraginaceae,Cordia,gerascanthus
795,Avicenniaceae,Avicennia,nitida
796,Rutaceae,Zanthoxylum ,flavum
797,Moraceae,Chlorophora,tinctoria
798,Leguminosae,Poeppigia,procera
799,Missing,missing,missing
800,Zygophyllaceae,Guaiacum,officinale
801,Pinaceae,Pinus,occidentalis
802,Verbaceae,Petitia,poeppigii
803,Apocynaceae,Plumeria,sp.
804,Sapotaceae,Dipholis,salicifolia
805,Euphorbiaceae,Gymnanthes,lucida
806,Melastomataceae,Mouriri,sp.
807,Guttiferae,Rheedia,aristata
808,Cunoniaceae,Weinmannia,pinnata
809,Rutaceae,Citrus,sp.
810,Leguminosae,Tamarindus,indica
811,Rhamnaceae,Reynosia,revoluta
812,Guttiferae,Calophyllum,brasiliense
813,Leguminosae,Lysiloma,sp.
814,Dilleniaceae,Curatella,americana
815,Anacardiaceae,Metopium,toxiferum
816,Missing,missing,missing
817,Guttiferae,Calophyllum,brasiliense
818,Meliaceae,Guarea,guidonia
819,Indet.,indet.,Indet.
820,Moraceae,Ficus,sp
821,Sapotaceae,Mastichodendron,foetidissimum
822,Leguminosae,Lonchocarpus,sp.
822,Bignonaceae,Crescentia,sp.
823,Leguminosae,Lonchocarpus,latifolius
824,Leguminosae,Belairia,spinosa
825,Meliaceae,Cedrela,odorata
826,Missing,missing,missing
827,Bignoniaceae,Tabebuia,pentaphylla
828,Malpighiaceae,Byrsonima,lucida
829,Zygophyllaceae,Guaiacum,sp.
830,Leguminosae,Andira,inermis
831,Meliaceae,Swietenia,mahagoni
832,Leguminosae,Albizzia,lucida
832,Ebenaceae,Diospyros,sp.
833,Rutaceae,Zanthoxylum,alatum
834,Leguminosae,Albizzia,stipulata
835,Combretaceae,Terminalia,chebula
836,Leguminosae,Ougeinia,dalbergioides
837,Rubiaceae,Mitragyna,parvifolia
838,Enenaceae,Diospyros,tomentosa
839,Urticaceae,Boehmeria,rugulosa
840,Coriariaceae,Coriaria,nepalensis
841,Tamaricaceae,Tamarix,aphylla
842,Leguminosae,Acacia,modesta
843,Leguminosae,Prosopis,spicigera
844,Capparidaceae,Capparis,aphyllia
845,Salvadoraceae,Salvadora,oleoides
846,Rhamnaceae,Zizyphus,sativa
847,Sapotaceae,Reptonia,buxifolia
848,Oleaceae,Olea,cuspidata
849,Sterculiaceae,Pterocymbium,tinctorium
850,Taxodiaceae,Glyptostrobus,pensilis
851,Lauraceae,Eusideroxylon,zwageri
852,Leguminosae-Caes.,Intsia,sp.
853,Cunoniaceae,Cunonia,capensis
854,Anacardiaceae,Harpephyllum ,caffrum
855,Loganiaceae,Strychnos,atherstonei
856,Rutaceae,Calodendron,capense
857,Ulmaceae,Celtis,rhamnifolia
858,Oleaceae,Olea,europaea
859,Meliaceae,Ptaeroxylon,obliquum
860,Rosaceae,Pygeum,africanum
861,Podocarpaceae,Podocarpus,elongatus
862,Icacinaceae,Apodytes,dimidiata
863,Oliniaceae,Olinia,cymosa
864,Cunoniaceae,Cunonia,capensis
865,Cunoniaceae,Platylophus,trifoliatus
866,Myrsinaceae,Myrsine,melanophleos
867,Proteaceae,Faurea,macnaughtonii
868,Buxaceae,Buxus,macowani
869,Leguminosae,Albizzia,lebbek
870,Dipterocarpaceae,Dipterocarpus,laevis
871,Lecythidaceae,Careya,arborea
872,Ebenaceae,Diospyros,kurzii
873,Bombacaceae,Bombax,insigne
874,Leguminosae,Pterocarpus,dalbergioides
875,Sapotaceae,Manilkara,littoralis
876,Moraceae,Artocarpus,lakoocha
877,Combretaceae,Terminalia,mannii
878,Guffiferae,Calophyllum,inophyllum
879,Rutaceae,Murraya,exotica
880,Leguminosae,Adenanthera,pavonina
881,Lythraceae,Lagerstromia,hypoleuca
882,Podocarpaceae,Podocarpus,bracteata
883,Dipterocarpaceae,Hopea,odorata
884,Guttiferae,Calophyllum ,spectabile
885,Annonaceae,Alphonsea,ventricosa
886,Combretaceae,Terminalia,bialata
887,Moraceae,Artocarpus,chaplasha
888,Guffiferae,Mesua,ferrea
889,Sapotaceae,Mimusops,elengi
890,Leguminosae,Albizzia,lebbek
891,Leguminosae,Chlorolaucon,sp.
892,Meliaceae,Cedrela,sp.
893,Meliaceae,Cedrela ,sp.
894,Bignoniaceae,Jacaranda,mimosaefolia
895,Leguminosae,Prosopis,nigra
896,Rutaceae,Zanthoxylum,coco
897,Leguminosae,Tipuana,tipu
898,Juglandaceae,Juglans,australis
899,Araucariaceae,Araucaria,angustifolia
900,Anacardiaceae,Schinopsis,lorentzii
901,Rutaceae,Zanthoxylum,sp.
902,Bignoniaceae,Tabebuia,sp.
903,Fagaceae,Quercus,sp.
904,Leguminosae,Piptadenia,sp.
905,Apocynaceae,Aspidosperma,quebracho
906,Leguminosae,Tipuana,tipu
907,Apocynaceae,Aspidosperma,sp.
908,Leguminosae,Lonchocarpus,sp.
909,Leguminosae,Peltophorum,vogelianum
910,Leguminosae,Amburana,cearensis
911,Leguminosae,Enterolobium,timbouva
912,Leguminosae,Myrocarpus,sp.
913,Boraginaceae,Cordia,trichotoma
914,Bignoniaceae,Tabebuia,sp.
915,Leguminosae,Prosopis,sp.
916,Leguminosae,Anadenanthera,macrocarpa
917,Magnoliaceae,Liriodendron,tulipifera
918,Meliaceae,Cedrela ,sp.
919,Oleaceae,Fraxinus,sp.
920,Leguminosae,Chloroleucon,sp.
921,Leguminosae,indet.,indet
922,Hamamalidiaceae,Liquidambar,styraciflua
923,Boraginaceae,Cordia,trichotoma
924,Anacardiaceae,Schinopsis,sp.
925,Leguminosae,Prosopis, nandubay
926,Bignoniaceae,Tabebuia ,sp.
927,indet.,indet.,Indet.
928,Apocynaceae,Aspidosperma,sp.
929,Juglandaceae,Juglans,sp.
930,Bignoniaceae,Tabebuia,sp.
931,Juglandaceae,Juglans,sp.
932,Leguminosae,Pterogyne,nitens
933,Fagaceae,Fagus,sylvatica
934,Tiliaceae,Tilia,sp.
935,Tiliaceae,Tilia,sp.
936,Fagaceae,Quercus,sp.
937,Fagaceae,Quercus,sp.
938,Juglandaceae,Juglans,sp.
939,Juglandaceae,Juglans,sp.
940,Leguminosae,Tipuana,tipu
941,Leguminosae,Caesalpinia,sp.
942,Leguminosae,Prosopis,kuntzei
943,Leguminosae,Prosopis,kuntzei
944,Leguminosae,Piptadenia,sp.
945,indet.,indet.,Indet.
946,Leguminosae,Enterolobium,timbouva
947,Juglandaceae,Carya,sp.
948,Juglandaceae,Juglans,sp.
949,Myrtaceae,Eucalyptus,marginata
950,Leguminosae,Prosopis,kuntzei
951,Leguminosae,Prosopis,kuntzei
952,Anacardiaceae,Schinopsis,sp.
953,Salicaceae,Salix,sp.
954,Aceraceae,Acer,sp.
955,Anacardiaceae,Schinopsis,sp.
956,Leguminosae,Prosopis,sp.
957,Apocynaceae,Aspidosperma,sp.
958,Myrtaceae,Eucalyptus,sp.
959,Leguminosae,Chloroleucon,sp.
960,Magnoliaceae,Liriodendron,tulipifera
961,Aceraceae,Acer,sp.
962,Oleaceae,Fraxinus,sp.
963,Oleaceae,Fraxinus,sp.
964,Oleaceae,Fraxinus,sp.
964,Oleaceae,Fraxinus,sp.
965,Oleaceae,Fraxinus,sp.
966,Oleaceae,Fraxinus,sp.
967,Fagaceae,Nothofagus,sp.
968,Fagaceae,Nothofagus,pumilio
969,Fagaceae,Nothofagus,betuloides
970,Polygonaceae,Ruprechtia,sp.
971,Ulmaceae,Phyllostylon,brasiliensis
972,Missing,missing,missing
973,Leguminosae,Cercidium,praecox
974,Zygophyllaceae,Larrea,divaricata
975,Apocynaceae,Aspidosperma,quebracho
976,Leguminosae,Senna ,aphylla
977,Leguminosae,Acacia,furcata
978,Leguminosae,Prosopis,alba
979,Rhamnaceae,Zizyphus,mistol
980,Rhamnaceae,Zizyphus ,mistol
981,Leguminosae,Gourliea,decorticans
982,Anacardiaceae,Schinus,dependens
983,Leguminosae,Acacia,bonariensis
984,Leguminosae,Prosopis,nigra
985,Leguminosae,Prosopis,adesnioides
986,Leguminosae,Prosopis,nigra
987,Leguminosae,Mimosa,carinata
988,Zygophyllaceae,Bulnesia,retamo
989,indet.,indet.,indet
990,Leguminosae,Prosopis,sp.
991,Leguminosae,Gleditsia,amorphoides
992,Bignoniaceae,Tabebuia,sp.
993,Lauraceae,Nectandra,angustifolia
994,Myrsinaceae,Rapanea,laetevirens
995,Euphorbiaceae,Sapium,longifolium
996,Leguminosae,Inga,uraguensis
997,Polygonaceae,Ruprechtia,polystachja
998,Apocynaceae,Peschiera,australis
999,Flacourtiaceae,Banara,guianensis
1000,Leguminosae,Albizzia,cf.polycephala
1001,Myrtaceae,Psidium,guajava
1002,Ulmaceae,Celtin,tala
1003,Lauraceae,Nectandra,antustifolia
1004,Leguminosae,Senegalia,riparia
1005,Leguminosae,Inga,uruguensis
1006,Ulmaceae,Celtis,sp.
1007,Polygonaceae,Ruprechtia,polystachya
1008,Leguminosae,Parkinsonia,aculeata
1009,Sapotaceae,Pouteria,gardnerana
1010,Flacourtiaceae,Xylosma,venosum
1011,Leguminosae,Prosopis,sp.
1012,Leguminosae,Gourliea,decorticans
1013,Achatocapraceae,Achatocarpus,obovatus
1014,Leguminosae,Acacia,farnesiana
1015,Myrtaceae,Jambosa,vulgaris
1016,Flacourtiaceae,Xylosma,venosum
1017,Bignoniaceae,Jacaranda,imiosaefolia
1018,Moraceae,Morus,rubra
1019,Moraceae,Ficus,subtriplinervis
1020,Meliaceae,Guarea,sp.
1021,Annonaceae,Rollinia,emarginata
1022,Myrsinaceae,Rapanea,sp.
1023,Leguminosae,Gourliea,decorticans
1024,Myrtaceae,Psidium,guaviroba 
1025,Palmaceae,Copernicia,cerifera
1026,Apocynaceae,Peschiera,australis
1027,Myrsinaceae,Rapanea,laetaevirens
1028,Leguminosae,Albizzia,cf.polycephala
1029,Leguminosae,Inga,uriiguensis
1030,Ulmaceae,Celtis,sp.
1031,Ulmaceae,Celtis,sp.
1032,Boraginaceae,Cordia,trichotoma
1033,Meliaceae,Cedrela ,sp.
1034,indet.,indet.,indet
1035,Leguminosae,Prosopis,nigra
1036,Leguminosae,Chloroleucon,tortum
1037,Meliaceae,Guarea,sp.
1038,Ulmaceae,Phyllostylon,brasiliensis
1039,Ulmaceae,Phyllostylon,brasiliensis
1040,Leguminosae,Enterolobium,sp.
1041,Leguminosae,Prosopis,sp.
1042,Apocynaceae,Aspidosperma,sp.
1043,Polygonaceae,Ruprechtia,sp.
1044,Sapotaceae,Bumelia,obtusifolia excelsa
1045,Missing,missing,missing
1046,Anacardiaceae,Astronium,balansae
1047,Leguminosae,Caesalpinia,melanocarpa
1048,Ulmaceae,Phyllostylon,brasiliensis
1049,Leguminosae,Gleditschia,amorphoides
1050,Leguminosae,Acacia,praecox
1051,Bignoniaceae,Tabebuia,nodosa
1052,Santalaceae,Acanthosyris,spinescens
1053,Leguminosae,Prosopis,nigra
1054,indet.,indet.,indet
1055,Lauraceae,Nectandra,angustifolia
1056,Leguminosae,Enterolobium,sp.
1057,Borraginaceae,Patagonula,americana
1058,Leguminosae,Gourliea,decorticans
1059,Compositae,Eupatorium,lanceolatum
1060,Salicaceae,Salix,chilensis
1061,Capparidaceae,Crataeva,tapia
1062,Leguminosae,Albizzia,cf.polycephalu
1063,Capparidaceae,Crataeva,tapia
1064,Euphorbiaceae,indet.,indet
1065,Lauraceae,Ocotea,spectabilis
1066,Flacourtiaceae,Laetia,americana
1067,Salicaceae,Salix,sp.
1068,Leguminosae,Inga uruguensis,Hook.& Arn.
1069,Anacardiaceae,Schinopsis,lorentzii
1070,Leguminosae,Prosopis,kuntzei
1071,Apocynaceae,Aspidosperma,quebracho-blanco
1072,Anacardiaceae,Schinopsis,sp.
1073,Anacardiaceae,Schinopsis,balansae
1074,Leguminosae,Prosopis,nigra
1075,Santalaceae,Iodina,rhombifolia
1076,Leguminosae,Acacia,sp.
1077,Leguminosae,Prosopis,nigra
1078,Bignoniaceae,Tabebuia,sp.
1079,Boraginaceae,Cordia,trichotoma
1080,Anacardiaceae,Astronium,sp.
1081,Leguminosae,Peltophorum,vogelianum
1082,Meliaceae,Cedrela,sp.
1083,Leguminosae,Enterolobium,sp.
1084,Boraginaceae,Patagonula,americana
1085,Anacardiaceae,Schinopsis,sp.
1086,Anacardiaceae,Schinopsis,sp.
1087,Meliaceae,Cabralea,canjerana
1088,Leguminosae,Myroxylon,toluiferum
1089,Leguminosae,Myrocarpus,frondosus
1090,Bignoniaceae,Tabebuia,sp.
1091,Meliaceae,Cedrela ,sp.
1092,Anacardiaceae,Schinus,molle
1093,Leguminosae,Prosopis,kuntzei
1094,Boraginaceae,Patagonula,americana 
1095,indet.,indet.,Indet
1096,Anacardiaceae,Schinus,weinmanniaefolius
1097,Leguminosae,Prosopis,sp.
1098,Leguminosae,Anadenanthera,macrocarpa
1099,Rubiaceae,Calycophyllum, multiflorum
1100,Missing,missing,missing
1101,Pinaceae,Picea,sp.
1102,Fagaceae,Noothofagus,pumilio
1103,Verbenaceae,Tectona,grandis
1104,Moraceae,Chlorophora,tinctoria
1105,Leguminosae,Pterogyne,nitens
1106,Leguminosae,Ferreirea,spectabilis
1107,Leguminosae,Tipuana,tipu
1108,Leguminosae,Myroxylon,toluiferum
1109,Leguminosae,Peltophorum,vogelianum
1110,Leguminosae,Amburana,cearensis
1111,Leguminosae,Amburana,cearensis
1112,Boraginaceae,Cordia,trichotoma
1113,Santalaceae,Acanthosyris,falcata
1114,Leguminosae,Piptadenia,sp.
1115,Leguminosae,Piptadenia,sp.
1116,Indet.,Indet.,Indet
1117,Indet.,Indet.,Indet
1118,Anacardiaceae,Astronium,sp.
1119,Moraceae,Chlorophora,tinctoria
1120,Boraginaceae,Patagonula,americana
1121,Polygonaceae,Ruprechtia,polystachya
1122,Leguminosae,Prosopis,sp.
1123,Leguminosae,Gleditsia,amorphoides
1124,Bignoniaceae,Tabebuia,sp.
1125,Rubiaceae,Calycophyllum,spruceanum
1126,Leguminosae,Myrocarpus,sp.
1127,Indet.,Indet.,Indet.
1128,Anacardiaceae,Schinopsis,balansae
1129,Anacardiaceae,Schinopsis,lorentzii
1130,Leguminosae,Prosopis,kuntzei
1131,Rhamnaceae,Zizyphus,mistol
1132,Juglandaceae,Carya,sp.
1133,Anacardiaceae,Schinopsis,balansae
1134,Zygophyllaceae,Bulnesia,sarmienti
1135,Boraginaceae,Cordia,trichotoma
1136,Leguminosae,Apuleia,leiocarpa
1137,Juglandaceae,Juglans,australis
1138,Boraginaceae,Cordia,trichotoma
1139,Araucariaceae,Araucaria,angustifolia
1140,Indet.,Indet.,Indet.
1141,Pinaceae,Pinus,sp.
1142,Dipterocarpaceae,Shorea,sp.
1143,Dipterocarpaceae,Shorea,sp.
1144,Dipterocarpaceae,Pentacme,contorta
1145,Dipterocarpaceae,Indet.,Indet.
1146,Dipterocarpaceae,Shorea,sp.
1147,Missing,Missing,missing
1148,Dipterocarpaceae,Shorea,sp.
1149,Dipterocarpaceae,Pentacme,contorta
1150,Dipterocarpaceae,Shorea,sp.
1151,Dipterocarpaceae,Shorea,sp.
1152,Dipterocarpaceae,Vatica,sp.
1153,Sonneratiaceae,Sonneratia,pagatpat
1154,Guttiferae,Calophyllum,sp.
1155,Dipterocarpaceae,Dipterocarpus,sp.
1156,Sterculiaceae,Tarrietia,javanica
1157,Dipterocarpaceae,Dipterocarpus,sp.
1158,Dipterocarpaceae,Hopea,plagata
1159,Dipterocarpaceae,Dipterocarpus,sp.
1160,Sterculiaceae,Tarrietia,javanica
1161,Meliaceae,Cedrela,sp.
1162,Dipterocarpaceae,Shorea,sp.
1163,Moraceae,Artocarpus,altilis
1164,Moraceae,Ficus,benjamina
1164,Moraceae,Ficus,benjamina
1165,Moraceae,Ficus,elastica
1166,Moraceae,Ficus,malunuensis
1166,Moraceae,Ficus,malunuensis
1167,Moraceae,Ficus,variegata
1167,Moraceae,Ficus,variegata
1168,Moraceae,Gymnartocarpus,woodii
1169,Ulmaceae,Celtis,philippinensis
1169,Ulmaceae,Celtis,philippinensis
1170,Ulmaceae,Holoptelea,integrifolia
1171,Leguminosae-Papil.,Dalbergia,sp.
1172,Meliaceae,Chukrasia,sp.
1173,Moraceae,Ficus,callosa
1174,Moraceae,Artocarpus,nobilis
1175,Moraceae,Artocarpus,integra
1176,Moraceae,Artocarpus,lanceaefolia
1177,Moraceae,Artocarpus,lowii
1178,Moraceae,Artocarpus,polyphema
1179,Moraceae,Artocarpus,rigida
1180,Moraceae,Ficus,mollissima
1181,Moraceae,Sloetia,sideroxylon
1182,Ulmaceae,Gironniera,nervosa
1183,Ulmaceae,Trema,amboinensis
1184,Leguminosae,Conzattia,sericea
1185,Nyctaginaceae,Pisonia,sp.
1186,Leguminosae,Poincianella,eriostachys
1187,Capparidaceae,Indet.,Indet.
1188,Rutaceae,Esenbeckia,hartmanii
1189,Rutaceae,Zanthoxylum,arborescens
1190,Rhamnaceae,Indet.,Indet.
1191,Leguminosae,Lysiloma,divaricata
1192,Leguminosae,Pityocarpa,constricta
1193,Moraceae,Ficus,sp.
1194,Leguminosae,Chloroleucon,tortum
1195,Erythroxylaceae,Erythroxylum,sp.
1196,Euphorbiaceae,Croton,niveus
1197,Polygonaceae,Ruprechtia,occidentalis
1198,Sapindaceae,Thouinidium,decandrum
1199,Boraginaceae,Cordia,alliodora
1200,Euphorbiaceae,Celaenodendron,mexicanum
1201,Rubiaceae,Coutarea,pterosperma
1202,Leguminosae,Albizzia,occidentalis
1203,Myrtaceae,Psidium,sartorianum
1204,Rhamnaceae,Indet,Indet
1205,Leguminosae,Sena,bicapsularis
1206,Leguminosae,Ebenopsis,caesalpinioides
1207,Rhamnaceae,Zizyphus,sonorensis
1208,Leguminosae,Brasilettia,platyloba
1209,Leguminosae,Myrmecodendron,standleyi
1210,Leguminosae,Leucaena,lanceolata
1211,Sapotaceae,Brumelia,celastrina
1212,Moraceae,Chlorophora,tinctoria
1213,Olacaceae,Schoepfia,parvifolia
1214,Rutaceae,Zanthoxylum,sp.
1215,Sterculiaceae,Guazuma,ulmifolia
1216,Bignoniaceae,Crescentia,alata
1217,Leguminosae,Libidibia,sclerocarpa
1218,Polygonaceae,Indet,Indet
1219,Leguminosae,Machaerium,riparium
1220,Meliaceae,Cedrela ,odorata
1221,Leguminosae,Dalbergia,granadillo
1222,Bignoniaceae,Tabebuia,chrysantha
1223,Meliaceae,Swietenia,humilis
1224,Boraginaceae,Cordia,sonorae
1225,Anacardiaceae,Astronium,conzattii
1226,Leguminosae,Lonochocarpus,lanceolatus
1227,Euphorbiaceae,Hura,polyandra
1228,Zygophyllaceae,Guaiacum,coulteri
1229,Sterculiaceae,Guazuma,ulmifolia
1230,Sapotaceae,Urbanella,izabalensis
1231,Meliaceae,Carapa ,guianenois
1232,Rutaceae,Ravenia,rosea
1233,Rubiaceae,Anisomeris,recordii
1234,Moraceae,Brosimum,lactescens
1235,Moraceae,Cecropia,obtusifolia
1236,Euphorbiaceae,Tetrorchidium,rotundatum
1237,Leguminosae,Schizolobium,parahybum
1238,Rutaceae,Zanthoxylum,ekmanii
1239,Burseraceae,Protium,nicaraguense
1240,Tiliaceae,Luehea,seemanni
1241,Acanthaceae,Bravaisia,integerima
1242,Leguminosae,Swartzia,sp.
1243,Lauraceae,Aniba,firmula
1244,Caryocaraceae,Caryocar,glabrum
1245,Meliaceae,Carapa,guianensis
1246,Indet.,Indet,Indet
1247,Sapotaceae,Manilkara,bidentata
1248,Leguminosae,Eperua,falcata
1249,Leguminosae,Andira,wachenheimi
1250,Lauraceae,Indet,Indet
1251,Myristicaceae,Virola,surinamensis
1252,Chrysobalanaceae,Licania ,sp.
1253,Bignoniaceae,Tabebuia,serratifolia
1254,Leguminosae,Swartzia,benthamiana
1255,Sapotaceae,Pouteria ,sp.
1256,Chrysobalanaceae,Licania,sp.
1257,Palmaceae,Oenocarpus,bataua
1258,Leguminosae,Inga ,sp.
1259,Celastraceae,Goupia,glabra
1260,Guttiferae,Platonia,insignis
1261,Rhizophoraceae,Rhizophora,mangle 
1262,Lauraceae,Ocotea,sp.
1263,Lauraceae,Indet,Indet.
1264,Leguminosae,Indet,Indet.
1265,Lauraceae,Phoebe,porosa
1266,Lauraceae,Indet,Indet.
1267,Leguminosae,Cyclolobium,vecchii
1268,Rutaceae,Indet.,Indet.
1269,Apocynaceae,Indet.,Indet.
1270,Lauraceae,Indet.,Indet.
1271,Lauraceae,Indet.,Indet.
1272,Indet.,Indet.,Indet.
1273,Monomiaceae,Indet.,Indet.
1274,Indet.,Indet.,Indet.
1275,Indet.,Indet.,Indet.
1276,Leguminosae,Pterocarpus,sp.
1277,Leguminosae,Indet.,Indet.
1278,Indet.,Indet.,Indet.
1279,Anonaceae,Indet.,Indet.
1280,Rubiaceae,Indet.,Indet.
1281,Indet.,Indet.,Indet.
1282,Myrtaceae,Indet.,Indet.
1283,Myrtaceae,Indet.,Indet.
1284,Myrtaceae,Indet.,Indet.
1285,Podocarpaceae,Podocarpus,sp.
1286,Podocarpaceae,Podocarpus,sp.
1287,Indet.,Indet.,Indet.
1288,Lauraceae,Indet.,Indet.
1289,Rhamaceae,Indet.,Indet.
1290,Lauraceae,Indet.,Indet.
1291,Leguminosae,Enterolobium,sp.
1292,Indet.,Indet.,Indet.
1293,Euphorbiaceae,Indet.,Indet.
1294,Euphorbiaceae,Indet.,Indet.
1295,Indet.,Indet.,Indet.
1296,Indet.,Indet.,Indet.
1297,Ulmaceae,Trema, guinensis
1298,Ulmaceae,Celtis,kraussiana
1299,Moraceae,Chlorophora,excelsa
1300,Moraceae,Antiaris,usambarensis
1301,Ulmaceae,Celtis,kraussiana
1302,Ulmaceae,Trema,guinensis
1303,Ulmaceae,Chaetachme,microcarpa
1304,Moraceae,Ficus,mallatocarpa
1305,Moraceae,Ficus,hochstetteri
1306,Leguminosae,Lysiloma,latisiliqua
1307,Leguminosae,Brya,Ebenus
