SpecimenID,Genus,Species,Family,Unnamed: 4
41789,Macrolobium,jenmannii,,
41790,Campsiandra,comosa,,
41791,Macrolobium,angustifolium,,
41792,Genipa,spruceana,,
41793,Orthomene,schomburgkii,,
41794,Diospyros,guianensis,,
41795,Alchornea,schomburgkii,,
41796,Ouratea,superba,,
41797,,,,
41798,Pterocarpus,santalinoides,,
41799,Orthomene,schomburgkii,,
41800,Souroubea,guianensis,,
41801,Machaerium,leiophyllum,,
41802,Cydista,aequinoctialis,,
41803,Inga,edulis,,
41804,Maripa,scandens,,
41805,Marcgravia,corciacea,,
41806,Hippocratea,volubilis,,
41807,Cordia,schombergkii,,
41808,Dalbergia,monetaria,,
41809,Ficus,maxima,,
41810,Machaerium,lunatum,,
41811,,,,
41812,Byttneria,scabra,,
41813,Hirtella,paniculata,,
41814,Byrsonima,sp.,,
41815,Clusia,nemorosa,,
41816,Machaerium,quinatum,,
41817,Souroubea,guianensis,,
41818,Pachira,aquatica,,
41819,Pithecellobium,jupunba,,
41820,Coccoloba,gymnorrhachis,,
41821,,,,
41822,Hirtella,paniculata,,
41823,Pithecellobium,huberi,,
41824,Pentaclethra,macroloba,,
41825,Rourea,surinamensis,,
41826,Pithecellobium,huberi,,
41827,Virola,surinamensis,,
41828,Hernandia,guianensis,,
41829,Forsteronia,guyanensis,,
41830,Guarea,guidonia,,
41831,Hibiscus,tiliaceus,,
41832,Cecropia,peltata,,
41833,Vismia,cayennensis,,
41834,Nectandra,pisi,,
41835,Erythroxylum,cf. amazonicum,,
41836,Clidemia,silvicola,,
41837,Clidemia,sp. nov.,,
41838,Henriettella,caudata,,
41839,Piper,angustum,,
41840,Piper,arboreum,,
41841,Faramea,maguirei,,
41842,Guatteria,sp.,,
41843,Senna,sandwithiana,,
41844,Hippocratea,volubilis,,
41845,Eugenia,puncifolia,,
41846,Pakaraimaea,dipterocarpacea,,
41847,Dipteryx,crassifolia,,
41848,Humiria,balsamifera,,
41849,Pouteria,sp.,,
41850,Ternstroemia,sp.,,
41851,Vaccinium,euryanthum,,
41852,Dicymbe,fraterna,,
41853,Clusia,sp.,,
41854,Blepharandra,hypoleuca,,
41855,Cyrilla,racemiflora,,
41856,,,,
41857,Archytaea,multiflora,,
41858,Befaria,variabilis,,
41859,Bombax,minus,,
41860,Norantea,tepuiensis,,
41861,Duidania,montana,,
41862,Phyllanthus,vaccinifolius,,
41863,Poecilandra,pumela,,
41864,Vaccinium,puberulum,,
41865,Satyria,carnosifolia,,
41866,Cyrilla,racemiflora,,
41867,Humiriastrum,sp.,,
41868,Ochthocosmus,longipenicellatus,,
41869,Bonnetia,sessilis,,
41870,,,,
41871,Ladenbergia,lambertiana,,
41872,Graffenrieda,caryophyllea,,
41873,Digomphia,densicoma,,
41874,Dipteryx,cordata,,
41875,Tibouchina,fraterna,,
41876,Glycoxylon,cf. inophyllum,,
41877,Clusia,brachystyla,,
41878,Befaria,variabilis,,
41879,Macairea,pachyphylla,,
41880,Mandevilla,sp.,,
41881,Micrandra,sp. nov.,,
41882,Licania,lasseri,,
41883,Piper,obliquum,,
41884,Anaxagorea,dolichocarpa,,
41885,Cecropia,sciadophylla,,
41886,Paypayrola,sp.,,
41887,Heisteria,cauliflora,,
41888,Anaxagorea,dolichocarpa,,
41889,Duguetia,sp.,,
41890,Palicourea,crocea,,
41891,,,,
41892,,,,
41893,Rinorea,endotricha,,
41894,Tabernaemontana,undulata,,
41895,Mabea,caudata,,
41896,Duguetia,sp.,,
41897,Pouteria,caimito,,
41898,Cordia,exaltata,,
41899,Apeiba,echinata,,
41900,Cassipourea,lasiocalyx,,
41901,Cheiloclinium,sp.,,
41902,Dicranostyles,guianensis,,
41903,Swartzia,leiocalycina,,
41904,Clusia,palmicida,,
41905,Moutabea,guianensis,,
41906,Annona,sp.,,
41907,Roupala,montana,,
41908,Chiococca,alba,,
41909,Notopora,schomburgkii,,
41910,Anaxagorea,dolichocarpa,,
41911,Pourouma,guianensis,,
41912,Rudgea,hostmanniana,,
41913,Swartzia,aff. leiogyne,,
41914,Swartzia,jenmanii,,
41915,,,,
41916,,,,
41917,,,,
41918,,,,
41919,,,,
41920,Abies,concolor,,
41921,Picea,bicolor,,
41922,Pinus,monticola x strobus,,
41923,Pinus,parviflora,,
41924,Tsuga,canadensis,,
41925,Crataegus,crus-galli,,
41926,Malus,robusta,,
41927,Salix,sp.,,
41928,Celtis,occidentalis,,
41929,Ulmus,carpinifolia,,
41930,Ulmus,carpinifolia,,
41931,Ulmus,procera,,
41932,Ulmus,procera,,
41933,Ulmus,plotii,,
41934,Ulmus,plotii,,
41935,Ulmus,propenclens,,
41936,Ulmus,serotina,,
41937,Quercus,X hawkinsiae,,
41938,Rhododendron,ellipticum,,
41939,Rhus,succedanea,,
41940,Sassafras,randaiense,,
41941,Saurauia,tristyla,,
41942,Schefflera,octophylla,,
41943,Schefflera,taiwaniana,,
41944,Schima,superba,,
41945,Sloanea,dasycarpa,,
41946,Swietenia,macrophylla,,
41947,Swietenia,mahagoni,,
41948,Symplocos,theophrastaefolia,,
41949,Tawiania,cryptomerioides,,
41950,,,,
41951,,,,
41952,Juniperus,monosperma,,
41953,,,,
41954,,,,
41955,Pinus,flexilis,,
41956,Abies,lasiocarpa,,
41957,Pseudotsuga,menziesii,,
41958,Cupressus,arizonica,,
41959,Fraxinus,cuspidata,,
41960,Acer,negundo,,
41961,Juglans,major,,
41962,Platanus,wrightii,,
41963,Populus,angustifolia,,
41964,Alnus,oblongifolia,,
41965,Juniperus,deppeana,,
41966,Acer,grandidentatum,,
41967,Abies,concolor,,
41968,Quercus,gambelii,,
41969,Populus,tremuloides,,
41970,Prosopis,juliflora,,
41971,Juniperus,osteosperma,,
41972,Ostrya,knowltoni,,
41973,Populus,fremontii,,
41974,Robinia,neo-mexicana,,
41975,Quercus,arizonica,,
41976,Quercus,emoryi,,
41977,Morus,microphylla,,
41978,Prunus,serotina,,
41979,Picea,engelmannii,,
41980,,,,
41981,,,,
41982,,,,
41983,,,,
41984,,,,
41985,,,,
41986,,,,
41987,,,,
41988,,,,
41989,,,,
41990,Abies,holophylla,,
41991,Cupressus,funebris,,
41992,Larix,olgensis,,
41993,Picea,jezoensis,,
41994,Picea,brachytyla,,
41995,Pinus,armandi,,
41996,Pinus,sylvestris,,
41997,Pinus,tabulaeformis,,
41998,Acer,davidii,,
41999,Acer,mandshuricum,,
42000,Acer,mono,,
42001,Acer,pilosum,,
42002,Alangium,chinense,,
42003,Albizia,kalkoro,,
42004,Albizia,lebbek,,
42005,Alniphyllum,fortunei,,
42006,Castanopsis,carlesii,,
42007,Castanopsis,scelerophylla,,
42008,Chosenia,macroleois,,
42009,Cinnamomum,porrectum,,
42010,Dalbergia,hupeana,,
42011,Daphniphyllum,glaucescens,,
42012,Dendropanax,chevalieri,,
42013,Fagus,longipetiolata,,
42014,Fraxinus,mandschurica,,
42015,Hovenia,dulcis,,
42016,Juglans,mandshurica,,
42017,Liquidambar,formosana,,
42018,Lithocarpus,glaber,,
42019,Litsea,elongata,,
42020,Machilus,ichangensis,,
42021,Meliosma,kirkii,,
42022,Nyssa,sinensis,,
42023,Ormosia,semicastrata,,
42024,Phellodendron,amurense,,
42025,Phoebe,sheareri,,
42026,Prunus,vaniotii,,
42027,Pyrus,ussuriensis,,
42028,Quercus,mongolica,,
42029,Quercus,variabilis,,
42030,Salix,chaenomeloides,,
42031,Schima,superba,,
42032,Sloanea,sinensis,,
42033,Sorbus,amurensis,,
42034,Styrax,suberifolia,,
42035,Ternstroemia,kwangtungensis,,
42036,Tilia,mandshurica,,
42037,Tilia,miqueliana,,
42038,Ulmus,davidiana,,
42039,Ulmus,davidiana,,
42040,Abies,nephrolepis,,
42041,Cryptomeria,fortunei,,
42042,Keteleeria,evelyniana,,
42043,Keteleeria,fortunei,,
42044,Picea,jezoensis,,
42045,Pinus,koraiensis,,
42046,Tsuga,dumosa,,
42047,Ailanthus,altissima,,
42048,Betula,platyphylla,,
42049,Castanea,seguinii,,
42050,Castanopsis,eyrie,,
42051,Castanopsis,fabri,,
42052,Castanopsis,tibetana,,
42053,Choerospondias,axillaris,,
42054,Cinnamomum,camphora,,
42055,Cyclobalanopsis,glauca,,
42056,Eucalyptus,rudis,,
42057,Exbucklandia,populunea,,
42058,Machilus,chinensis,,
42059,Nephelium,lappaceum,,
42060,Pometia,tomentosa,,
42061,Quercus,aliena,,
42062,Sophora,japonica,,
42063,Tetracentron,sinense,,
42064,,,,
42065,,,,
42066,,,,
42067,Ephedra,trifurca,,
42068,Mahonia,haematocarpa,,
42069,Morus,microphylla,,
42070,Yucca,elata,,
42071,Garrya,wrightii,,
42072,Haplopappus,laricifolius,,
42073,Chrysothamnus,pulchellus,,
42074,Lycium,pallidum,,
42075,Dyssodia,acerosa,,
42076,Ribes,sp.,,
42077,Ribes,sp.,,
42078,Ribes,sp.,,
42079,Atriplex,corrugata,,
42080,,,,
42081,Nolina,macrocarpa,,
42082,Garrya,wrightii,,
42083,Nolina,macrocarpa,,
42084,Atriplex,canescens,,
42085,Atriplex,canescens,,
42086,Fraxinus,cuspidata,,
42087,Garrya,ovata,,
42088,Ephedra,viridis,,
42089,Ribes,sp.,,
42090,Calliandra,eriophylla,,
42091,Atriplex,corrugata,,
42092,Quercus,havardii,,
42093,Artemisia,filifolia,,
42094,Quercus,havardii,,
42095,Quercus,havardii,,
42096,Acacia,roemeriana,,
42097,Clematis,drumnondii,,
42098,Condalia,obtusifolia,,
42099,Viguiera,stenoloba,,
42100,Acacia,roemeriana,,
42101,Croton,fruiticulosus,,
42102,Aloysia,cf. wrightii,,
42103,Artemisia,sp.,,
42104,Viguiera,stenoloba,,
42105,Ungnadia,speciosa,,
42106,Sophora,secundiflora,,
42107,Ungnadia,speciosa,,
42108,Croton,fruiticulosus,,
42109,Quercus,pungens,,
42110,Salix,exigua,,
42111,Arbutus,texana,,
42112,Fendlera,rupicola,,
42113,Fendlera,rupicola,,
42114,Arbutus,texana,,
42115,Condalia,spathulata,,
42116,Acacia,constricta,,
42117,Acacia,greggii,,
42118,Flourensia,cernua,,
42119,Ephedra,trifurca,,
42120,Condalia,spathulata,,
42121,Aloysia,macrostachya,,
42122,Acacia,greggii,,
42123,Acacia,vernicosa,,
42124,Quercus,mohriana,,
42125,Quercus,gravesii,,
42126,Juniperus,flaccida,,
42127,Quercus,graciliformis,,
42128,Quercus,intricata,,
42129,Condalia,obtusifolia,,
42130,Viguiera,stenoloba,,
42131,Larrea,tridentata,,
42132,Condalia,lycioides,,
42133,Lonicera,albiflora,,
42134,Clematis,texensis,,
42135,Lycium,pallidum,,
42136,Baccharis,glutinosa,,
42137,Baccharis,salicina,,
42138,Ephedra,trifurca,,
42139,,,,
42140,Brickellia,sp.,,
42141,Ephedra,trifurca,,
42142,Ptelea,baldwinii,,
42143,Fendlera,rupicola,,
42144,Ribes,sp.,,
42145,Lonicera,sp.,,
42146,Lycium,pallidum,,
42147,Acer,glabrum,,
42148,Symphoricarpos,oreophilus,,
42149,Shepherdia,canadensis,,
42150,Shepherdia,canadensis,,
42151,Potentilla,fruticosa,,
42152,Ribes,sp.,,
42153,Acer,glabrum,,
42154,Ptelea,baldwinii,,
42155,Lycium,pallidum,,
42156,Fendlera,rupicola,,
42157,Koeberlinia,spinosa,,
42158,Brickellia,sp.,,
42159,Caryocar,sp.,,
42160,Pouteria,sp.,,
42161,Swietenia,macrophylla,,
42162,Guatteria,sp.,,
42163,Hura,crepitans,,
42164,Sapium,marmieri,,
42165,Copaifera,officinalis,,
42166,Virola,weberbaueri,,
42167,Rheedia,sp.,,
42168,Pseudolmedia,laevis,,
42169,Myroxylon,peruiferum,,
42170,Sickingia,tinctoria,,
42171,Zanthoxylum,sp.,,
42172,Ormosia,coccinea,,
42173,Ceiba,samauma,,
42174,Chorisia,integrifolia,,
42175,Eschweilera,timbuchensis,,
42176,Matisia,bicolor,,
42177,Brosimum,uleanum,,
42178,Apeiba,membranacea,,
42179,Clarisia,racemosa,,
42180,Nectandra,sp.,,
42181,Pterocarpus,sp.,,
42182,Brosimum,utile,,
42183,Albizia,sp.,,
42184,Pterygota,sp.,,
42185,Bombax,paraense,,
42186,Lucuma,sp.,,
42187,Manilkara,bidentata,,
42188,Guarea,kunthiana,,
42189,Trophis,sp.,,
42190,Hevea,sp.,,
42191,Tabebuia,serratifolia,,
42192,Naucleopsis,sp.,,
42193,Spondias,mombin,,
42194,Trichilia,sp.,,
42195,Terminalia,oblonga,,
42196,Poulsenia,armata,,
42197,Heisteria,sp.,,
42198,Matisia,cordata,,
42199,Rollinia,sp.,,
42200,,,,
42201,Abuta,sp.,,
42202,Paullinia,sp.,,
42203,Elvasia,sp.,,
42204,Sloanea,sp.,,
42205,Roupala,sp.,,
42206,Abuta,sp.,,
42207,Ocotea,glandulosa,,
42208,,,,
42209,,,,
42210,,,,
42211,Solanum,chrysotrichum,,
42212,Euonymus,europaeus,,
42213,Solanum,tampicense,,
42214,Physalis,arborescens,,
42215,Annona,globiflora,,
42216,Iresine,interrupta,,
42217,Pfaffia,grandiflora,,
42218,Martynia,annua,,
42219,Beaucarnea,inermis,,
42220,Schaefferia,frutescens,,
42221,Cnidoscolus,sp.,,
42222,Pedilanthus,calcaratus,,
42223,Senecio,cinerarioides,,
42224,Agave,sp.,,
42225,,,,
42226,Solanum,nigrescens,,
42227,Croton,sp.,,
42228,Ligustrum,lucidum,,
42229,Croton,ciliatoglandulifer,,
42230,,,,
42231,Allosidastrum,hilarianum,,
42232,Olmeca,recta,,
42233,Amphitecna,regalis,,
42234,Rinorea,hummelii,,
42235,Chamaedorea,sp.,,
42236,Desmopsis,sp. nov.,,
42237,Taxus,X media,,
42238,Zanthoxylum,sp.,,
42239,Abies,religiosa,,
42240,Juniperus,virginiana,,
42241,Ligustrum,sp.,,
42242,Juniperus,virginiana,,
42243,Thuja,orientalis,,
42244,Juniperus,virginiana,,
42245,Cestrum,fasciculatum,,
42246,Roupala,glaberrima,,
42247,Jacaranda,mimosaefolia,,
42248,Drimys,granadensis,,
42249,Arctostaphylos,arbutiodes,,
42250,Escallonia,poasana,,
42251,Enterolobium,cyclocarpum,,
42252,Phoebe,hammeliana,,
42253,Magnolia,sororum,,
42254,Vaccinium,consanguineum,,
42255,Diphysa,robinioides,,
42256,Eucalyptus,sp.,,
42257,Psidium,guajava,,
42258,Psidium,guajava,,
42259,Pinus,caribaea,,
42260,Pinus,caribaea,,
42261,Araucaria,excelsa,,
42262,Quercus,seemannii,,
42263,Crescentia,alata,,
42264,Gmelina,arborea,,
42265,Quercus,seemannii,,
42266,Quercus,copeyensis,,
42267,Salix,humboldtiana,,
42268,Weinmannia,pinnata,,
42269,Nectandra,cufondotisii,,
42270,Styrax,argenteus,,
42271,Oreopanax,xalapensis,,
42272,Meliosma,sp.,,
42273,Hibiscus,luteus,,
42274,Lippia,myriocephala,,
42275,Cornus,disciflora,,
42276,Trichilia,glabra,,
42277,Quercus,copeyensis,,
42278,Genipa,americana,,
42279,Ochroma,pyramidale,,
42280,Cecropia,peltata,,
42281,Anacardium,excelsum,,
42282,Zygia,longifolium,,
42283,Alnus,acuminata,,
42284,Copaifera,trapezifolia,,
42285,Peltogyne,purpurea,,
42286,Cornus,disciflora,,
42287,Prunus,annularis,,
42288,Prumnopitys,standleyi,,
42289,Jacaranda,mimosifolia,,
42290,Eucalyptus,sp.,,
42291,Cupressus,lusitanica,,
42292,Lonchocarpus,atropurpureus,,
42293,Casuarina,cunninghamiana,,
42294,Cordia,alliodora,,
42295,Sterculia,apetala,,
42296,Cordia,alliodora,,
42297,Cedrela,odorata,,
42298,Vismia,ferruginea,,
42299,Vochysia,ferruginea,,
42300,Socretea,durissima,,
42301,Tabebuia,chrysantha,,
42302,Cydista,aequinoctialis,,
42303,Citrus,aurantium,,
42304,Quercus,seemannii,,
42305,Byrsonima,crassifolia,,
42306,Grevillea,robusta,,
42307,Citrus,reticulata,,
42308,Eucalyptus,aff. saligna,,
42309,Rapanea,pellucido-punctata,,
42310,Rapanea,pellucido-punctata,,
42311,Quercus,costaricensis,,
42312,Quercus,costaricensis,,
42313,Prosopis,africana,,
42314,Piliostigma,thonningii,,
42315,Daniellia,oliveri,,
42316,Lannea,acida,,
42317,Bombax,costatum,,
42318,Combretum,glutinosum,,
42319,Parkia,biglobosa,,
42320,Afzelia,africana,,
42321,Khaya,senegalensis,,
42322,Terminalia,macroptera,,
42323,Anogeissus,leiocarpus,,
42324,Mitragyna,inermis,,
42325,Cassia,sieberiana,,
42326,Detarium,microcarpum,,
42327,Stereospermum,kunthianum,,
42328,Poupartia,birrea,,
42329,Strychnos,spinosa,,
42330,Pericopsis,laxiflora,,
42331,Ostryoderris,stuhlmannii,,
42332,Hexalobus,monopetalus,,
42333,Sterculia,setigera,,
42334,Cordyla,pinnata,,
42335,Vitex,madiensis,,
42336,Tamarindus,indica,,
42337,Terminalia,avicennioides,,
42338,Erythrophleum,suaveolens,,
42339,Ficus,gnaphalocarpa,,
42340,Boscia,angustifolia,,
42341,Entada,africana,,
42342,Acacia,seyal,,
42343,Dalbergia,melanoxylon,,
42344,Commiphora,africana,,
42345,Balanites,aegyptiaca,,
42346,Boscia,angustifolia,,
42347,Boscia,senegalensis,,
42348,Pterocarpus,lucens,,
42349,Guiera,senegalensis,,
42350,Bauhinia,rufescens,,
42351,Acacia,nilotica,,
42352,Crateva,religiosa,,
42353,Acacia,senegal,,
42354,Ziziphus,mauritiana,,
42355,Diospyros,mespiliformis,,
42356,Pterocarpus,lucens,,
42357,Grewia,bicolor,,
42358,Calotropis,procera,,
42359,Acacia,senegal,,
42360,Neocarya,macrophylla,,
42361,Dichrostachys,glomerata,,
42362,Tamarix,senegalensis,,
42363,Combretum,micranthum,,
42364,Acacia,nilotica,,
42365,Gardenia,triacantha,,
42366,Acacia,polyacantha,,
42367,Ziziphus,mucronata,,
42368,Acacia,sieberiana,,
42369,Celtis,integrifolia,,
42370,Acacia,ataxacantha,,
42371,Tectona,grandis,,
42372,Terminalia,catappa,,
42373,Terminalia,chebula,,
42374,Thevetia,peruviana,,
42375,Trema,orientalis,,
42376,Trochodendron,aralioides,,
42377,Tsuga,chineneis,,
42378,Turpinia,formosana,,
42379,Ulmus,parvifolia,,
42380,Viburnum,odoratissimum,,
42381,Villebrunea,pedunculata,,
42382,Vitex,quinata,,
42383,Wendlandia,formosana,,
42384,Zanthoxylum,ailanthoides,,
42385,Zelkova,serrata,,
42386,Calamus,orientalis,,
42387,Calamus,formosanus,,
42388,Calamus,siphonospathus,,
42389,Pyrenaria,shinkoensis,,
42390,,,,
42391,,,,
42392,,,,
42393,,,,
42394,,,,
42395,,,,
42396,,,,
42397,,,,
42398,,,,
42399,,,,
42400,,,,
42401,,,,
42402,,,,
42403,,,,
42404,,,,
42405,,,,
42406,,,,
42407,,,,
42408,,,,
42409,,,,
42410,,,,
42411,,,,
42412,,,,
42413,,,,
42414,,,,
42415,,,,
42416,,,,
42417,,,,
42418,,,,
42419,,,,
42420,,,,
42421,,,,
42422,,,,
42423,,,,
42424,,,,
42425,,,,
42426,,,,
42427,,,,
42428,,,,
42429,,,,
42430,,,,
42431,,,,
42432,,,,
42433,,,,
42434,,,,
42435,,,,
42436,,,,
42437,,,,
42438,,,,
42439,,,,
42440,,,,
42441,,,,
42442,,,,
42443,,,,
42444,,,,
42445,,,,
42446,,,,
42447,,,,
42448,,,,
42449,,,,
42450,Euonymus,fortunei,,
42451,Phoebe,psychotrioides,,
42452,Dalbergia,cf. floribunda,,
42453,Dalbergia,pterocarpifolia,,
42454,Pterocarpus,lucens,,
42455,Dalbergia,bareinsis,,
42456,Pterocarpus,osun,,
42457,Dalbergia,cf. cambodiana,,
42458,Swartzia,sp.,,
42459,Pterocarpus,sericeus,,
42460,Pterocarpus,santalinus,,
42461,Dalbergia,decipularis,,
42462,Dalbergia,cf. fusca,,
42463,Dalbergia,kurzii,,
42464,Dalbergia,variabilis,,
42465,Dalbergia,hemsleyi,,
42466,Pterocarpus,lucens,,
42467,Dalbergia,mammosa,,
42468,Dalbergia,nitidula,,
42469,Dalbergia,nigrescens,,
42470,Dalbergia,cf. boehmii,,
42471,Dalbergia,lindeniana,,
42472,Bonnetia,neblinea,,
42473,Tyleria,spectabile,,
42474,Neblinaria,celiae,,
42475,Pterocarpus,lucens,,
42476,Dalbergia,kerrii,,
42477,Dalbergia,dongnaiensis,,
42478,Pentace,sp.,,
42479,Tipuana,tipu,,
42480,Moldenhauera,sp.,,
42481,,,,
42482,,,,
42483,,,,
42484,,,,
42485,,,,
42486,,,,
42487,,,,
42488,,,,
42489,,,,
42490,,,,
42491,,,,
42492,,,,
42493,,,,
42494,,,,
42495,,,,
42496,,,,
42497,,,,
42498,,,,
42499,,,,
42500,,,,
42501,,,,
42502,,,,
42503,,,,
42504,,,,
42505,,,,
42506,,,,
42507,,,,
42508,Melanoxylon,sp.,,
42509,Dunalia,brachyacantha,,
42510,Libidibia,sp.,,
42511,Acacia,rigidula,,
42512,Cercis,canadensis,,
42513,Cladrastis,kentukea,,
42514,Catalpa,bignonioides,,
42515,Aquilaria,sp.,,
42516,Chamaecyparis,thyoides,,
42517,Dalbergia,sp.,,
42518,Metopium,brownei,,
42519,Swartzia,sp.,,
42520,Swartzia,sp.,,
42521,Ficus,pubinervis,,
42522,Ficus,nervosa,,
42523,Cananga,odorata,,
42524,Drypetes,longifolia,,
42525,Koordersiodendron,pinnatum,,
42526,Tarrietia,javanica,,
42527,Mangifera,foetida,,
42528,Pterospermum,celebicum,,
42529,Spondias,cytherea,,
42530,Haplolobus,celebicus,,
42531,Ailanthus,malabarica,,
42532,Dracontomelon,mangiferum,,
42533,Mangifera,minor,,
42534,Diospyros,macrophylla,,
42535,Dracontomelon,dao,,
42536,Palaquium,obtusifolium,,
42537,Octomeles,sumatrana,,
42538,Durio,zibethinus,,
42539,Shorea,koordersii,,
42540,Palaquium,obovatum,,
42541,Parinari,corymbosa,,
42542,Calophyllum,soulastri,,
42543,Canarium,vulgare,,
42544,Heritiera,littoralis,,
42545,Eugenia,sp.,,
42546,Tarrietia,riedeliana,,
42547,Koordersiodendron,pinnatum,,
42548,Drypetes,sp.,,
42549,Spondias,cytherea,,
42550,Intsia,palembanica,,
42551,Burckella,nacropoda,,
42552,Diospyros,pilosanthera,,
42553,Pometia,pinnata,,
42554,Pterygota,forbesii,,
42555,Octomeles,sumatrana,,
42556,Eucalyptus,deglupta,,
42557,Terminalia,sp.,,
42558,Celtis,latifolia,,
42559,Diospyros,pilosanthera,,
42560,Neonauclea,maluensis,,
42561,Aglaia,eusideroxylon,,
42562,Spondias,cytherea,,
42563,Alstonia,scholaris,,
42564,Octomeles,sumatrana,,
42565,Dracontomelon,mangiferum,,
42566,Hernandia,ovigera,,
42567,Ganophyllum,falcatum,,
42568,Eugenia,sp.,,
42569,Canarium,indicum,,
42570,Pterygota,forbesii,,
42571,Pouteria,obovoidea,,
42572,Intsia,bijuga,,
42573,Ochrosia,ficifolia,,
42574,Palaquium,multiflorum,,
42575,Adenanthera,microsperma,,
42576,Sterculia,macrophylla,,
42577,Horsfieldia,sylvestris,,
42578,Pimelodendron,ambcinicum,,
42579,Litsea,odorifera,,
42580,Terminalia,rubiginosa,,
42581,Xanthophyllum,excelsum,,
42582,Elaeocarpus,sphaericus,,
42583,Prainea,microcephala,,
42584,Pometia,pinnata,,
42585,Myristica,subalulata,,
42586,Tetrameles,nudiflora,,
42587,Koordersiodendron,pinnatum,,
42588,Pouteria,duclitan,,
42589,Cananga,odorata,,
42590,Anthocephalus,cadamba,,
42591,Homalium,foetidum,,
42592,Antiaris,toxicaria,,
42593,Chisocheton,microcarpus,,
42594,Pterocymbium,beccarii,,
42595,,,,
42596,,,,
42597,,,,
42598,,,,
42599,,,,
42600,Mangifera,indica,,
42601,Sclerocarya,birrea,,
42602,Spondias,mombin,,
42603,Xylopia,aethiopica,,
42604,Holarrhena,floribunda,,
42605,Hunteria,elliottii,,
42606,Strophanthus,sarmentosus,,
42607,Calotropis,procera,,
42608,Tylophora,sylvatica,,
42609,Newbouldia,laevis,,
42610,Stereospermum,kunthianum,,
42611,Adansonia,digitata,,
42612,Bombax,costatum,,
42613,Ceiba,pentandra,,
42614,Cordia,myxa,,
42615,Maytenus,senegalensis,,
42616,Parinari,curatellifolia,,
42617,Combretum,molle,,
42618,Terminalia,laxiflora,,
42619,Tetracera,alnifolia,,
42620,Diospyros,elliotii,,
42621,Alchornea,cordifolia,,
42622,Antidesma,membranacea,,
42623,Bridelia,micrantha,,
42624,Hymenocardia,heudelotii,,
42625,Jatropha,curcas,,
42626,Nauclea,latifolia,,
42627,Securinega,virosa,,
42628,Uapaca,togoensis,,
42629,Oncoba,spinosa,,
42630,Oxytenanthera,abyssinica,,
42631,Harungana,madagascariensis,,
42632,Afzelia,africana,,
42633,Albizia,malacophylla,,
42634,Bauhinia,thonningii,,
42635,Burkea,africana,,
42636,Cassia,sieberiana,,
42637,Cordyla,africana,,
42638,Dalbergia,boehmii,,
42639,Dialium,guineense,,
42640,Detarium,microcarpum,,
42641,Detarium,senegalense,,
42642,Detarium,senegalense,,
42643,Mimosa,pigra,,
42644,Erythrina,senegalense,,
42645,Erythrina ,sigmoidea,,
42646,Daniellia,oliveri,,
42647,Erythrophleum,suaveolens,,
42648,Mimosa,pigra,,
42649,Mimosa,pigra,,
42650,Parkia,biglobosa,,
42651,Pericopsis,laxiflora,,
42652,Prosopsis,africana,,
42653,Pterocarpus,erinaceus,,
42654,Pterocarpus,erinaceus,,
42655,Swartzia,madagascariensis,,
42656,Tamarindus,indica,,
42657,Khaya,senegalensis,,
42658,Trichilia,emetica,,
42659,Ficus,capensis,,
42660,Ficus,dicranostyla,,
42661,Ficus,gnaphalocarpa,,
42662,Syzygium,guineense,,
42663,Ziziphus,mauritiana,,
42664,Ziziphus,mucronata,,
42665,Feretia,apodanthera,,
42666,Gardenia,ternifolia,,
42667,Morelia,senegalensis,,
42668,Pavetta,oblongifolia,,
42669,Lepisanthes,senegalensis,,
42670,Chrysophyllum,pruniforme,,
42671,Manilkara,multinervis,,
42672,Cola,cordifolia,,
42673,Dombeya,kirkii,,
42674,Sterculia,setigera,,
42675,Grewia,mollis,,
42676,Celtis,integrifolia,,
42677,Vitex,doniana,,
42678,,,,
42679,,,,
42680,,,,
42681,,,,
42682,,,,
42683,,,,
42684,,,,
42685,,,,
42686,,,,
42687,,,,
42688,,,,
42689,,,,
42690,,,,
42691,,,,
42692,,,,
42693,,,,
42694,,,,
42695,,,,
42696,,,,
42697,,,,
42698,,,,
42699,,,,
42700,,,,
42701,Heliocarpus,appendiculatus,,
42702,Spathodea,campanulata,,
42703,Psidium,guajava,,
42704,Quercus,corrugata,,
42705,Couratari,scottmorii,,
42706,Symphonia,globulifera,,
42707,Quercus,oleoides,,
42708,Byrsonima,crassifolia,,
42709,Fraxinus,uhdei,,
42710,Fraxinus,uhdei,,
42711,Cedrela,odorata,,
42712,Swietenia,macrophylla,,
42713,Cedrela,angustifolia,,
42714,Ochroma,pyramidale,,
42715,Inga,oerstediana,,
42716,Croton,gossypiifolius,,
42717,Quercus,costaricensis,,
42718,Rhizophora,harrisonii,,
42719,Zinowiewia,intergerrima,,
42720,Dipteryx,oleifera,,
42721,Hyeronima,alchorneoides,,
42722,Pentaclethra,macroloba,,
42723,Albizia,carbonaria,,
42724,Prioria,copaifera,,
42725,Spondias,mombin,,
42726,Cedrela,odorata,,
42727,Enterolobium,cyclocarpum,,
42728,Iriartea,gigantea,,
42729,Calycophyllum,candidissimum,,
42730,Dipholis,minutiflora,,
42731,Minquartia,guianensis,,
42732,Dendropanax,arboreum,,
42733,Ficus,jimenezii,,
42734,Magnolia,grandiflora,,
